Date	    Contract	    Units	    $Volume	    LowPrice	    HighPrice	    AvgPrice	    LastPrice
09/21/00	    Dem	849	522.478	0.580	0.638	0.615	0.629
09/21/00	    Reform	1,171	3.488	0.002	0.004	0.003	0.003
09/21/00	    Rep	1,561	618.311	0.350	0.430	0.396	0.388
09/22/00	    Dem	347	212.272	0.604	0.648	0.612	0.606
09/22/00	    Reform	1,426	4.478	0.002	0.004	0.003	0.003
09/22/00	    Rep	1,103	431.229	0.376	0.399	0.391	0.391
09/23/00	    Dem	318	193.079	0.600	0.616	0.607	0.610
09/23/00	    Reform	297	0.758	0.002	0.003	0.003	0.002
09/23/00	    Rep	182	70.124	0.375	0.399	0.385	0.382
09/24/00	    Dem	1,149	673.582	0.580	0.613	0.586	0.580
09/24/00	    Reform	369	0.742	0.002	0.003	0.002	0.002
09/24/00	    Rep	328	132.326	0.385	0.409	0.403	0.409
09/25/00	    Dem	1,596	931.118	0.575	0.606	0.583	0.588
09/25/00	    Reform	1,236	3.707	0.002	0.004	0.003	0.003
09/25/00	    Rep	1,563	647.452	0.407	0.420	0.414	0.417
09/26/00	    Dem	397	232.436	0.581	0.594	0.585	0.590
09/26/00	    Reform	4,441	17.443	0.002	0.004	0.004	0.002
09/26/00	    Rep	709	298.402	0.410	0.440	0.421	0.411
09/27/00	    Dem	531	307.800	0.573	0.590	0.580	0.573
09/27/00	    Reform	659	2.162	0.003	0.004	0.003	0.003
09/27/00	    Rep	253	105.947	0.410	0.433	0.419	0.425
09/28/00	    Dem	548	315.750	0.565	0.583	0.576	0.580
09/28/00	    Reform	531	1.848	0.003	0.004	0.003	0.004
09/28/00	    Rep	371	156.278	0.410	0.439	0.421	0.428
09/29/00	    Dem	272	159.859	0.570	0.599	0.588	0.570
09/29/00	    Reform	93	0.356	0.002	0.004	0.004	0.002
09/29/00	    Rep	935	394.284	0.420	0.435	0.422	0.425
09/30/00	    Dem	195	110.585	0.566	0.570	0.567	0.566
09/30/00	    Reform	187	0.375	0.002	0.003	0.002	0.002
09/30/00	    Rep	632	281.389	0.428	0.459	0.445	0.436
10/01/00	    Dem	238	135.023	0.566	0.578	0.567	0.578
10/01/00	    Reform	16	0.032	0.002	0.003	0.002	0.002
10/01/00	    Rep	115	48.296	0.396	0.436	0.420	0.396
10/02/00	    Dem	644	384.653	0.569	0.624	0.597	0.611
10/02/00	    Reform	580	1.222	0.002	0.003	0.002	0.002
10/02/00	    Rep	544	222.716	0.396	0.428	0.409	0.396
10/03/00	    Dem	1,840	1,151.405	0.593	0.650	0.626	0.600
10/03/00	    Reform	590	0.860	0.001	0.003	0.001	0.001
10/03/00	    Rep	4,427	1,734.280	0.346	0.437	0.392	0.380
10/04/00	    Dem	1,021	659.643	0.620	0.659	0.646	0.659
10/04/00	    Reform	554	0.579	0.001	0.002	0.001	0.001
10/04/00	    Rep	970	346.284	0.325	0.367	0.357	0.325
10/05/00	    Dem	1,228	830.258	0.641	0.700	0.676	0.680
10/05/00	    Reform	105	0.127	0.001	0.002	0.001	0.002
10/05/00	    Rep	1,340	429.308	0.300	0.350	0.320	0.310
10/06/00	    Dem	680	471.913	0.675	0.684	0.694	0.675
10/06/00	    Reform	135	0.170	0.001	0.002	0.001	0.002
10/06/00	    Rep	2,186	684.032	0.320	0.340	0.313	0.338
10/07/00	    Dem	327	208.817	0.620	0.683	0.639	0.620
10/07/00	    Reform	205	0.244	0.001	0.002	0.001	0.001
10/07/00	    Rep	1,360	477.047	0.338	0.379	0.351	0.379
10/08/00	    Dem	1,786	1,069.359	0.551	0.672	0.599	0.606
10/08/00	    Reform	31	0.031	0.001	0.001	0.001	0.001
10/08/00	    Rep	1,859	750.937	0.369	0.450	0.404	0.420
10/09/00	    Dem	1,913	1,105.037	0.558	0.657	0.578	0.580
10/09/00	    Reform	56	0.056	0.001	0.002	0.001	0.001
10/09/00	    Rep	1,407	607.679	0.369	0.440	0.432	0.440
10/10/00	    Dem	916	551.054	0.560	0.625	0.602	0.590
10/10/00	    Reform	500	0.500	0.001	0.002	0.001	0.001
10/10/00	    Rep	1,324	565.866	0.377	0.448	0.427	0.417
10/11/00	    Dem	1,386	810.125	0.551	0.610	0.585	0.552
10/11/00	    Reform	1,252	1.645	0.001	0.002	0.001	0.001
10/11/00	    Rep	3,624	1,529.985	0.411	0.450	0.422	0.449
10/12/00	    Dem	878	485.260	0.541	0.568	0.553	0.541
10/12/00	    Reform	330	0.390	0.001	0.002	0.001	0.001
10/12/00	    Rep	715	324.772	0.441	0.469	0.454	0.460
10/13/00	    Dem	377	205.190	0.535	0.555	0.544	0.535
10/13/00	    Reform	271	0.291	0.001	0.002	0.001	0.001
10/13/00	    Rep	419	193.169	0.450	0.467	0.461	0.461
10/14/00	    Dem	374	198.358	0.509	0.564	0.530	0.526
10/14/00	    Reform	311	0.312	0.001	0.002	0.001	0.001
10/14/00	    Rep	1,516	725.876	0.462	0.480	0.479	0.480
10/15/00	    Dem	180	92.349	0.506	0.524	0.513	0.516
10/15/00	    Reform	30	0.035	0.001	0.002	0.001	0.002
10/15/00	    Rep	295	144.802	0.480	0.496	0.491	0.493
10/16/00	    Dem	1,804	878.111	0.452	0.518	0.487	0.476
10/16/00	    Reform	666	0.668	0.000	0.002	0.001	0.000
10/16/00	    Rep	3,764	1,967.335	0.486	0.575	0.523	0.529
10/17/00	    Dem	3,380	1,696.369	0.473	0.559	0.502	0.516
10/17/00	    Reform	359	0.257	0.000	0.001	0.001	0.000
10/17/00	    Rep	2,362	1,185.478	0.449	0.540	0.502	0.480
10/18/00	    Dem	2,502	1,316.934	0.500	0.560	0.526	0.520
10/18/00	    Reform	36	0.036	0.000	0.001	0.001	0.001
10/18/00	    Rep	446	214.695	0.468	0.495	0.481	0.490
10/19/00	    Dem	1,625	794.534	0.470	0.520	0.489	0.479
10/19/00	    Reform	7	0.004	0.000	0.001	0.001	0.000
10/19/00	    Rep	1,753	895.818	0.485	0.525	0.511	0.524
10/20/00	    Dem	1,752	814.281	0.425	0.490	0.465	0.435
10/20/00	    Reform	5	0.001	0.000	0.001	0.000	0.000
10/20/00	    Rep	588	321.046	0.519	0.570	0.546	0.565
10/21/00	    Dem	1,866	752.168	0.301	0.464	0.403	0.400
10/21/00	    Reform	330	0.010	0.000	0.001	0.000	0.000
10/21/00	    Rep	1,335	780.322	0.536	0.625	0.585	0.623
10/22/00	    Dem	1,285	480.686	0.335	0.415	0.374	0.371
10/22/00	    Reform	0	0.000	0.000	0.000		0.000
10/22/00	    Rep	1,266	813.472	0.615	0.680	0.643	0.648
10/23/00	    Dem	4,712	1,773.722	0.350	0.448	0.376	0.401
10/23/00	    Reform	673	0.141	0.000	0.001	0.000	0.000
10/23/00	    Rep	3,661	2,344.401	0.580	0.699	0.640	0.617
10/24/00	    Dem	4,207	1,765.634	0.399	0.464	0.420	0.445
10/24/00	    Reform	279	0.273	0.000	0.001	0.001	0.000
10/24/00	    Rep	2,792	1,635.272	0.540	0.650	0.586	0.540
10/25/00	    Dem	3,205	1,486.789	0.420	0.491	0.464	0.432
10/25/00	    Reform	4,202	0.002	0.000	0.001	0.000	0.000
10/25/00	    Rep	2,066	1,115.069	0.500	0.600	0.540	0.579
10/26/00	    Dem	873	371.322	0.400	0.444	0.425	0.418
10/26/00	    Reform	349	0.348	0.000	0.001	0.001	0.000
10/26/00	    Rep	566	326.389	0.555	0.599	0.577	0.582
10/27/00	    Dem	582	237.322	0.386	0.426	0.408	0.387
10/27/00	    Reform	76	0.001	0.000	0.001	0.000	0.000
10/27/00	    Rep	423	252.813	0.574	0.620	0.598	0.620
10/28/00	    Dem	1,555	518.999	0.251	0.399	0.334	0.287
10/28/00	    Reform	897	0.030	0.000	0.001	0.000	0.000
10/28/00	    Rep	1,329	878.009	0.619	0.747	0.661	0.681
10/29/00	    Dem	1,074	356.022	0.277	0.355	0.331	0.354
10/29/00	    Reform	292	0.100	0.000	0.001	0.000	0.000
10/29/00	    Rep	925	623.109	0.646	0.689	0.674	0.670
10/30/00	    Dem	2,352	838.334	0.315	0.375	0.356	0.375
10/30/00	    Reform	80	0.006	0.000	0.001	0.000	0.000
10/30/00	    Rep	1,083	707.910	0.610	0.686	0.654	0.610
10/31/00	    Dem	1,246	474.869	0.360	0.399	0.381	0.377
10/31/00	    Reform	1	0.000	0.000	0.001	0.000	0.000
10/31/00	    Rep	1,772	1,089.263	0.590	0.635	0.615	0.610
